Time (s),Li-Ion Voltage (mV),LiPo Voltage (mV)
1655,4127,3711
1656,4146,3711
1657,4146,3711
1658,4146,3693
1659,4136,3693
1660,4127,3704
1661,4127,3721
1662,4127,3690
1663,4127,3711
1664,4126,3711
1665,4155,3711
1666,4155,3693
1667,4117,3693
1668,4096,3704
1669,4127,3711
1670,4127,3701
1671,4117,3701
1672,4146,3701
1673,4146,3683
1674,4146,3683
1675,4136,3704
1676,4117,3704
1677,4107,3693
1678,4127,3711
1679,4127,3711
1680,4146,3701
1681,4146,3693
1682,4136,3693
1683,4136,3693
1684,4136,3676
1685,4117,3683
1686,4127,3711
1687,4137,3711
1688,4127,3701
1689,4146,3701
1690,4136,3693
1691,4136,3693
1692,4136,3693
1693,4136,3711
1694,4127,3693
1695,4127,3711
1696,4127,3683
1697,4136,3666
1698,4126,3683
1699,4136,3693
1700,4155,3693
1701,4136,3663
1702,4127,3711
1703,4127,3718
1704,4146,3718
1705,4157,3701
1706,4136,3683
1707,4136,3693
1708,4127,3711
1709,4117,3701
1710,4127,3701
1711,4127,3701
1712,4136,3701
1713,4136,3683
1714,4136,3683
1715,4136,3693
1716,4117,3693
1717,4127,3711
1718,4127,3701
1719,4146,3690
1720,4146,3701
1721,4136,3683
1722,4136,3693
1723,4136,3693
1724,4127,3693
1725,4127,3711
1726,4127,3683
1727,4127,3701
1728,4146,3701
1729,4115,3683
1730,4136,3683
1731,4136,3683
1732,4117,3693
1733,4127,3680
1734,4127,3701
1735,4127,3701
1736,4146,3701
1737,4166,3683
1738,4136,3693
1739,4105,3693
1740,4136,3693
1741,4117,3711
1742,4117,3701
1743,4127,3701
1744,4127,3701
1745,4146,3701
1746,4136,3683
1747,4136,3683
1748,4136,3693
1749,4136,3701
1750,4146,3701
1751,4127,3701
1752,4127,3673
1753,4157,3701
1754,4146,3683
1755,4145,3693
1756,4136,3683
1757,4117,3663
1758,4127,3701
1759,4127,3701
1760,4107,3701
1761,4146,3673
1762,4136,3683
1763,4136,3683
1764,4136,3693
1765,4117,3683
1766,4127,3711
1767,4127,3680
1768,4127,3690
1769,4146,3701
1770,4146,3683
1771,4136,3683
1772,4115,3683
1773,4126,3693
1774,4117,3701
1775,4127,3701
1776,4127,3701
1777,4146,3690
1778,4136,3683
1779,4155,3683
1780,4136,3683
1781,4136,3683
1782,4117,3701
1783,4107,3701
1784,4127,3708
1785,4146,3690
1786,4124,3673
1787,4136,3683
1788,4145,3683
1789,4136,3683
1790,4117,3701
1791,4127,3690
1792,4127,3690
1793,4136,3683
1794,4126,3683
1795,4136,3683
1796,4136,3701
1797,4127,3701
1798,4127,3690
1799,4127,3690
1800,4146,3690
1801,4136,3673
1802,4136,3683
1803,4136,3683
1804,4117,3683
1805,4117,3701
1806,4127,3690
1807,4127,3690
1808,4146,3708
1809,4136,3690
1810,4136,3690
1811,4105,3673
1812,4136,3683
1813,4097,3683
1814,4127,3683
1815,4096,3666
1816,4127,3680
1817,4115,3690
1818,4136,3690
1819,4126,3690
1820,4136,3680
1821,4115,3663
1822,4117,3673
1823,4127,3683
1824,4127,3683
1825,4117,3701
1826,4146,3680
1827,4136,3690
1828,4136,3690
1829,4136,3680
1830,4136,3652
1831,4127,3673
1832,4107,3683
1833,4127,3701
1834,4127,3701
1835,4126,3690
1836,4155,3687
1837,4136,3690
1838,4136,3642
1839,4106,3673
1840,4117,3683
1841,4127,3683
1842,4117,3701
1843,4136,3690
1844,4136,3680
1845,4136,3697
1846,4155,3690
1847,4136,3673
1848,4117,3673
1849,4127,3673
1850,4127,3673
1851,4127,3701
1852,4146,3690
1853,4136,3697
1854,4136,3690
1855,4136,3690
1856,4117,3673
1857,4117,3683
1858,4097,3673
1859,4117,3673
1860,4146,3690
1861,4136,3690
1862,4126,3680
1863,4126,3690
1864,4126,3673
1865,4106,3673
1866,4127,3663
1867,4117,3663
1868,4127,3690
1869,4136,3708
1870,4136,3697
1871,4136,3690
1872,4136,3673
1873,4117,3673
1874,4117,3673
1875,4107,3673
1876,4127,3690
1877,4136,3690
1878,4136,3680
1879,4136,3663
1880,4117,3663
1881,4127,3673
1882,4127,3683
1883,4096,3642
1884,4136,3690
1885,4136,3690
1886,4126,3680
1887,4136,3690
1888,4126,3680
1889,4117,3663
1890,4127,3663
1891,4117,3673
1892,4107,3673
1893,4127,3690
1894,4136,3659
1895,4136,3680
1896,4126,3680
1897,4086,3680
1898,4117,3663
1899,4117,3673
1900,4127,3673
1901,4136,3673
1902,4146,3690
1903,4136,3690
1904,4126,3697
1905,4126,3687
1906,4106,3669
1907,4117,3680
1908,4127,3663
1909,4097,3673
1910,4146,3673
1911,4136,3673
1912,4126,3673
1913,4126,3690
1914,4126,3690
1915,4117,3697
1916,4117,3680
1917,4127,3680
1918,4146,3680
1919,4136,3663
1920,4145,3663
1921,4136,3673
1922,4105,3673
1923,4117,3673
1924,4117,3680
1925,4127,3690
1926,4136,3680
1927,4136,3680
1928,4135,3680
1929,4126,3680
1930,4126,3652
1931,4117,3663
1932,4117,3673
1933,4127,3632
1934,4117,3673
1935,4117,3655
1936,4126,3697
1937,4126,3680
1938,4126,3697
1939,4136,3669
1940,4117,3663
1941,4127,3663
1942,4096,3673
1943,4146,3673
1944,4126,3690
1945,4136,3697
1946,4115,3669
1947,4117,3669
1948,4106,3652
1949,4106,3663
1950,4117,3663
1951,4136,3673
1952,4136,3690
1953,4145,3680
1954,4115,3669
1955,4117,3669
1956,4117,3663
1957,4127,3663
1958,4117,3673
1959,4136,3673
1960,4145,3680
1961,4126,3659
1962,4106,3680
1963,4096,3663
1964,4115,3673
1965,4136,3663
1966,4126,3680
1967,4126,3680
1968,4117,3687
1969,4127,3680
1970,4127,3652
1971,4127,3663
1972,4126,3673
1973,4115,3673
1974,4126,3680
1975,4117,3669
1976,4127,3669
1977,4127,3669
1978,4146,3652
1979,4136,3663
1980,4126,3663
1981,4145,3673
1982,4117,3663
1983,4117,3663
1984,4117,3697
1985,4097,3652
1986,4136,3669
1987,4135,3669
1988,4126,3669
1989,4126,3669
1990,4106,3680
1991,4086,3663
1992,4117,3663
1993,4136,3663
1994,4136,3680
1995,4136,3680
1996,4145,3669
1997,4126,3669
1998,4106,3669
1999,4117,3652
2000,4127,3632
2001,4117,3663
2002,4136,3663
2003,4126,3642
2004,4126,3680
2005,4126,3680
2006,4117,3669
2007,4127,3669
2008,4127,3669
2009,4136,3659
2010,4126,3635
2011,4126,3663
2012,4126,3663
2013,4105,3663
2014,4097,3659
2015,4097,3663
2016,4117,3642
2017,4117,3669
2018,4126,3669
2019,4126,3669
2020,4115,3632
2021,4106,3652
2022,4117,3663
2023,4127,3642
2024,4097,3663
2025,4136,3669
2026,4155,3659
2027,4126,3676
2028,4145,3676
2029,4126,3669
2030,4117,3652
2031,4117,3632
2032,4127,3663
2033,4146,3645
2034,4126,3652
2035,4126,3680
2036,4126,3669
2037,4126,3659
2038,4106,3669
2039,4117,3669
2040,4117,3632
2041,4117,3652
2042,4136,3642
2043,4155,3663
2044,4126,3652
2045,4126,3652
2046,4095,3659
2047,4106,3669
2048,4117,3659
2049,4105,3652
2050,4126,3663
2051,4126,3635
2052,4126,3645
2053,4106,3669
2054,4117,3669
2055,4127,3669
2056,4117,3669
2057,4106,3659
2058,4126,3659
2059,4126,3652
2060,4126,3652
2061,4106,3652
2062,4117,3663
2063,4117,3642
2064,4117,3680
2065,4136,3669
2066,4126,3669
2067,4145,3669
2068,4126,3669
2069,4106,3649
2070,4117,3659
2071,4117,3642
2072,4117,3642
2073,4136,3652
2074,4136,3642
2075,4126,3652
2076,4126,3669
2077,4106,3669
2078,4126,3638
2079,4117,3669
2080,4117,3638
2081,4136,3659
2082,4126,3642
2083,4126,3635
2084,4126,3652
2085,4115,3652
2086,4106,3632
2087,4127,3652
2088,4117,3669
2089,4136,3669
2090,4136,3669
2091,4126,3659
2092,4126,3659
2093,4126,3666
2094,4106,3649
2095,4117,3652
2096,4117,3652
2097,4136,3652
2098,4136,3652
2099,4145,3669
2100,4115,3669
2101,4126,3659
2102,4097,3659
2103,4117,3676
2104,4127,3659
2105,4115,3632
2106,4115,3652
2107,4145,3652
2108,4126,3652
2109,4126,3652
2110,4106,3669
2111,4106,3680
2112,4097,3659
2113,4117,3659
2114,4126,3659
2115,4145,3659
2116,4126,3642
2117,4115,3642
2118,4126,3652
2119,4106,3652
2120,4117,3652
2121,4117,3652
2122,4117,3669
2123,4136,3659
2124,4135,3659
2125,4126,3659
2126,4126,3649
2127,4106,3659
2128,4106,3632
2129,4117,3642
2130,4117,3652
2131,4097,3652
2132,4126,3652
2133,4126,3669
2134,4086,3638
2135,4097,3659
2136,4117,3659
2137,4117,3625
2138,4136,3652
2139,4126,3652
2140,4124,3652
2141,4126,3652
2142,4126,3659
2143,4096,3669
2144,4106,3642
2145,4117,3676
2146,4086,3659
2147,4136,3649
2148,4126,3642
2149,4126,3642
2150,4126,3642
2151,4126,3652
2152,4126,3652
2153,4106,3642
2154,4117,3659
2155,4086,3659
2156,4136,3659
2157,4126,3649
2158,4126,3659
2159,4126,3649
2160,4126,3642
2161,4106,3642
2162,4106,3652
2163,4117,3642
2164,4117,3625
2165,4106,3642
2166,4136,3659
2167,4126,3638
2168,4115,3628
2169,4126,3659
2170,4115,3659
2171,4106,3649
2172,4096,3632
2173,4117,3611
2174,4117,3652
2175,4136,3642
2176,4136,3659
2177,4126,3638
2178,4115,3659
2179,4126,3676
2180,4126,3649
2181,4126,3649
2182,4106,3666
2183,4117,3632
2184,4117,3632
2185,4117,3642
2186,4126,3642
2187,4126,3642
2188,4126,3611
2189,4115,3659
2190,4126,3659
2191,4126,3649
2192,4106,3666
2193,4117,3666
2194,4117,3649
2195,4117,3632
2196,4136,3642
2197,4136,3642
2198,4126,3642
2199,4126,3642
2200,4145,3659
2201,4126,3659
2202,4096,3638
2203,4126,3649
2204,4117,3649
2205,4117,3649
2206,4117,3632
2207,4117,3632
2208,4126,3642
2209,4126,3642
2210,4126,3642
2211,4115,3649
2212,4126,3659
2213,4106,3666
2214,4106,3618
2215,4117,3649
2216,4106,3632
2217,4096,3632
2218,4136,3642
2219,4115,3659
2220,4126,3659
2221,4115,3649
2222,4106,3649
2223,4106,3649
2224,4117,3649
2225,4106,3621
2226,4117,3632
2227,4115,3642
2228,4126,3642
2229,4126,3649
2230,4126,3659
2231,4115,3666
2232,4115,3638
2233,4106,3649
2234,4087,3638
2235,4117,3621
2236,4117,3611
2237,4117,3642
2238,4126,3642
2239,4126,3621
2240,4126,3642
2241,4115,3666
2242,4115,3649
2243,4126,3649
2244,4087,3649
2245,4117,3621
2246,4117,3614
2247,4126,3632
2248,4136,3642
2249,4105,3642
2250,4115,3649
2251,4115,3649
2252,4126,3638
2253,4106,3649
2254,4106,3666
2255,4117,3621
2256,4117,3632
2257,4106,3632
2258,4126,3632
2259,4126,3632
2260,4115,3618
2261,4115,3666
2262,4115,3649
2263,4106,3649
2264,4106,3638
2265,4117,3649
2266,4117,3632
2267,4126,3621
2268,4126,3621
2269,4126,3632
2270,4126,3632
2271,4115,3649
2272,4096,3666
2273,4096,3638
2274,4106,3628
2275,4117,3638
2276,4106,3632
2277,4126,3632
2278,4126,3632
2279,4126,3632
2280,4126,3632
2281,4126,3649
2282,4096,3649
2283,4106,3638
2284,4117,3649
2285,4117,3621
2286,4106,3649
2287,4115,3601
2288,4126,3621
2289,4105,3632
2290,4126,3632
2291,4126,3649
2292,4115,3666
2293,4126,3638
2294,4115,3618
2295,4106,3649
2296,4117,3638
2297,4117,3621
2298,4136,3632
2299,4115,3632
2300,4135,3632
2301,4115,3632
2302,4115,3649
2303,4096,3638
2304,4126,3638
2305,4136,3632
2306,4126,3632
2307,4126,3632
2308,4115,3632
2309,4115,3649
2310,4106,3649
2311,4106,3656
2312,4106,3638
2313,4115,3638
2314,4126,3621
2315,4115,3621
2316,4126,3632
2317,4105,3614
2318,4106,3649
2319,4106,3638
2320,4086,3656
2321,4136,3638
2322,4126,3638
2323,4115,3638
2324,4115,3621
2325,4096,3632
2326,4106,3632
2327,4117,3621
2328,4117,3632
2329,4126,3649
2330,4126,3666
2331,4115,3638
2332,4115,3638
2333,4115,3638
2334,4096,3638
2335,4106,3621
2336,4106,3601
2337,4117,3632
2338,4126,3621
2339,4115,3621
2340,4095,3649
2341,4096,3628
2342,4126,3638
2343,4106,3621
2344,4106,3656
2345,4117,3638
2346,4115,3621
2347,4126,3621
2348,4135,3632
2349,4115,3632
2350,4115,3649
2351,4106,3638
2352,4106,3645
2353,4106,3638
2354,4126,3638
2355,4126,3638
2356,4126,3621
2357,4135,3632
2358,4115,3621
2359,4096,3601
2360,4096,3618
2361,4106,3656
2362,4117,3656
2363,4126,3638
2364,4115,3621
2365,4135,3590
2366,4115,3590
2367,4096,3632
2368,4106,3601
2369,4106,3638
2370,4117,3618
2371,4126,3628
2372,4126,3638
2373,4115,3621
2374,4115,3632
2375,4105,3632
2376,4106,3632
2377,4106,3632
2378,4097,3638
2379,4106,3638
2380,4106,3628
2381,4126,3580
2382,4115,3621
2383,4135,3604
2384,4115,3621
2385,4115,3621
2386,4096,3638
2387,4106,3638
2388,4087,3645
2389,4106,3645
2390,4115,3621
2391,4105,3621
2392,4115,3632
2393,4115,3604
2394,4096,3638
2395,4096,3621
2396,4117,3628
2397,4106,3618
2398,4126,3597
2399,4145,3618
2400,4135,3628
2401,4115,3611
2402,4115,3601
2403,4096,3621
2404,4106,3621
2405,4106,3621
2406,4106,3638
2407,4126,3638
2408,4126,3628
2409,4135,3628
2410,4135,3628
2411,4115,3628
2412,4096,3628
2413,4086,3611
2414,4106,3621
2415,4106,3621
2416,4126,3621
2417,4115,3621
2418,4135,3638
2419,4105,3628
2420,4096,3628
2421,4106,3628
2422,4106,3628
2423,4106,3628
2424,4126,3621
2425,4126,3621
2426,4105,3621
2427,4135,3621
2428,4115,3618
2429,4096,3628
2430,4087,3618
2431,4087,3628
2432,4126,3628
2433,4126,3628
2434,4115,3611
2435,4135,3611
2436,4115,3621
2437,4096,3621
2438,4106,3628
2439,4106,3628
2440,4106,3628
2441,4126,3628
2442,4135,3628
2443,4105,3580
2444,4115,3594
2445,4086,3638
2446,4106,3621
2447,4106,3621
2448,4106,3628
2449,4126,3628
2450,4126,3607
2451,4115,3645
2452,4135,3628
2453,4075,3590
2454,4106,3611
2455,4106,3621
2456,4106,3611
2457,4126,3628
2458,4115,3628
2459,4115,3618
2460,4115,3628
2461,4096,3618
2462,4106,3611
2463,4106,3601
2464,4126,3611
2465,4145,3621
2466,4115,3628
2467,4115,3638
2468,4115,3628
2469,4096,3645
2470,4066,3635
2471,4106,3618
2472,4115,3597
2473,4145,3611
2474,4115,3611
2475,4096,3611
2476,4106,3597
2477,4106,3645
2478,4106,3618
2479,4126,3635
2480,4135,3618
2481,4115,3601
2482,4115,3601
2483,4106,3611
2484,4106,3611
2485,4106,3611
2486,4126,3628
2487,4105,3645
2488,4115,3618
2489,4135,3618
2490,4086,3607
2491,4096,3611
2492,4106,3611
2493,4106,3594
2494,4126,3590
2495,4115,3611
2496,4135,3628
2497,4115,3618
2498,4096,3587
2499,4106,3618
2500,4075,3601
2501,4126,3607
2502,4126,3611
2503,4115,3611
2504,4115,3611
2505,4115,3628
2506,4096,3618
2507,4106,3618
2508,4106,3618
2509,4106,3607
2510,4115,3601
2511,4115,3611
2512,4115,3611
2513,4115,3601
2514,4096,3628
2515,4096,3618
2516,4106,3618
2517,4096,3635
2518,4126,3618
2519,4135,3601
2520,4105,3601
2521,4115,3611
2522,4084,3594
2523,4096,3628
2524,4075,3628
2525,4106,3635
2526,4106,3618
2527,4126,3607
2528,4115,3618
2529,4115,3601
2530,4115,3611
2531,4115,3611
2532,4096,3601
2533,4106,3618
2534,4106,3603
2535,4106,3618
2536,4115,3597
2537,4135,3618
2538,4115,3580
2539,4115,3570
2540,4115,3611
2541,4096,3611
2542,4106,3618
2543,4106,3618
2544,4126,3635
2545,4114,3618
2546,4115,3597
2547,4115,3590
2548,4115,3570
2549,4115,3601
2550,4106,3611
2551,4106,3618
2552,4106,3618
2553,4115,3618
2554,4115,3624
2555,4115,3618
2556,4115,3590
2557,4105,3601
2558,4096,3570
2559,4106,3618
2560,4106,3580
2561,4115,3624
2562,4115,3607
2563,4115,3607
2564,4115,3601
2565,4096,3601
2566,4077,3611
2567,4106,3601
2568,4096,3618
2569,4126,3607
2570,4115,3607
2571,4115,3607
2572,4115,3607
2573,4115,3563
2574,4086,3601
2575,4106,3601
2576,4075,3618
2577,4086,3635
2578,4115,3607
2579,4115,3607
2580,4115,3607
2581,4135,3590
2582,4095,3601
2583,4075,3601
2584,4106,3601
2585,4106,3618
2586,4106,3603
2587,4126,3607
2588,4115,3607
2589,4124,3607
2590,4124,3559
2591,4086,3601
2592,4115,3601
2593,4096,3580
2594,4106,3618
2595,4106,3597
2596,4126,3607
2597,4115,3624
2598,4115,3607
2599,4105,3576
2600,4115,3590
2601,4086,3601
2602,4096,3601
2603,4106,3601
2604,4096,3607
2605,4115,3607
2606,4135,3624
2607,4115,3624
2608,4115,3607
2609,4105,3590
2610,4096,3590
2611,4096,3590
2612,4106,3618
2613,4106,3607
2614,4115,3607
2615,4135,3614
2616,4105,3607
2617,4093,3580
2618,4096,3590
2619,4095,3590
2620,4096,3584
2621,4075,3607
2622,4106,3597
2623,4115,3607
2624,4124,3607
2625,4115,3590
2626,4095,3590
2627,4105,3590
2628,4096,3601
2629,4106,3618
2630,4106,3607
2631,4126,3614
2632,4115,3624
2633,4115,3590
2634,4115,3590
2635,4124,3584
2636,4105,3590
2637,4096,3607
2638,4096,3607
2639,4106,3607
2640,4106,3597
2641,4115,3590
2642,4126,3590
2643,4115,3590
2644,4115,3590
2645,4124,3607
2646,4086,3597
2647,4106,3580
2648,4115,3590
2649,4115,3590
2650,4124,3590
2651,4105,3607
2652,4105,3624
2653,4115,3597
2654,4096,3597
2655,4075,3580
2656,4075,3590
2657,4075,3590
2658,4135,3590
2659,4124,3597
2660,4105,3576
2661,4105,3614
2662,4096,3614
2663,4096,3580
2664,4106,3590
2665,4096,3590
2666,4115,3590
2667,4115,3597
2668,4105,3607
2669,4105,3597
2670,4115,3597
2671,4115,3597
2672,4096,3580
2673,4106,3590
2674,4096,3590
2675,4115,3580
2676,4114,3607
2677,4115,3597
2678,4105,3597
2679,4095,3597
2680,4086,3549
2681,4096,3590
2682,4096,3590
2683,4096,3590
2684,4126,3607
2685,4115,3614
2686,4105,3614
2687,4115,3603
2688,4124,3587
2689,4086,3580
2690,4096,3590
2691,4087,3590
2692,4096,3580
2693,4115,3614
2694,4135,3597
2695,4124,3603
2696,4095,3603
2697,4105,3580
2698,4086,3580
2699,4096,3590
2700,4106,3580
2701,4106,3597
2702,4126,3597
2703,4115,3587
2704,4105,3570
2705,4105,3570
2706,4095,3580
2707,4086,3580
2708,4096,3580
2709,4106,3614
2710,4106,3566
2711,4115,3587
2712,4115,3587
2713,4105,3570
2714,4115,3580
2715,4124,3580
2716,4086,3597
2717,4096,3614
2718,4106,3603
2719,4096,3566
2720,4126,3587
2721,4135,3570
2722,4105,3580
2723,4105,3580
2724,4105,3580
2725,4086,3587
2726,4096,3593
2727,4096,3576
2728,4096,3576
2729,4115,3570
2730,4115,3570
2731,4124,3597
2732,4105,3587
2733,4096,3603
2734,4096,3587
2735,4087,3576
2736,4106,3570
2737,4115,3580
2738,4115,3580
2739,4105,3580
2740,4105,3587
2741,4105,3587
2742,4086,3603
2743,4096,3587
2744,4096,3570
2745,4106,3570
2746,4126,3570
2747,4115,3580
2748,4084,3549
2749,4105,3597
2750,4105,3587
2751,4096,3587
2752,4096,3576
2753,4096,3570
2754,4096,3549
2755,4115,3580
2756,4124,3580
2757,4105,3587
2758,4124,3587
2759,4115,3593
2760,4086,3593
2761,4096,3587
2762,4115,3587
2763,4115,3570
2764,4115,3570
2765,4105,3570
2766,4095,3587
2767,4086,3587
2768,4096,3576
2769,4096,3587
2770,4096,3576
2771,4126,3587
2772,4105,3580
2773,4124,3539
2774,4095,3587
2775,4086,3576
2776,4096,3576
2777,4106,3576
2778,4115,3559
2779,4135,3570
2780,4105,3570
2781,4105,3539
2782,4086,3587
2783,4096,3576
2784,4096,3576
2785,4095,3576
2786,4105,3576
2787,4124,3559
2788,4105,3570
2789,4086,3570
2790,4096,3570
2791,4096,3587
2792,4096,3576
2793,4115,3566
2794,4115,3576
2795,4105,3576
2796,4124,3559
2797,4105,3570
2798,4086,3570
2799,4096,3539
2800,4096,3603
2801,4096,3576
2802,4115,3576
2803,4114,3593
2804,4084,3576
2805,4105,3549
2806,4086,3559
2807,4077,3570
2808,4077,3570
2809,4126,3576
2810,4115,3593
2811,4105,3593
2812,4105,3576
2813,4105,3576
2814,4077,3559
2815,4096,3559
2816,4096,3570
2817,4124,3593
2818,4124,3576
2819,4118,3583
2820,4086,3535
2821,4096,3566
2822,4106,3576
2823,4115,3559
2824,4105,3559
2825,4095,3576
2826,4105,3593
2827,4086,3566
2828,4096,3566
2829,4096,3566
2830,4096,3549
2831,4105,3559
2832,4105,3559
2833,4105,3559
2834,4095,3576
2835,4096,3566
2836,4118,3572
2837,4096,3566
2838,4115,3528
2839,4095,3566
2840,4105,3559
2841,4095,3559
2842,4086,3576
2843,4096,3566
2844,4096,3545
2845,4095,3566
2846,4115,3549
2847,4105,3549
2848,4105,3528
2849,4086,3563
2850,4086,3559
2851,4096,3566
2852,4096,3555
2853,4115,3555
2854,4124,3566
2855,4124,3559
2856,4105,3549
2857,4086,3559
2858,4096,3555
2859,4096,3583
2860,4105,3566
2861,4096,3524
2862,4105,3549
2863,4105,3549
2864,4105,3559
2865,4086,3549
2866,4086,3549
2867,4096,3566
2868,4115,3545
2869,4115,3566
2870,4124,3539
2871,4105,3549
2872,4086,3549
2873,4086,3539
2874,4096,3566
2875,4096,3566
2876,4115,3583
2877,4105,3555
2878,4105,3566
2879,4095,3549
2880,4095,3532
2881,4086,3539
2882,4096,3549
2883,4096,3535
2884,4115,3555
2885,4115,3524
2886,4105,3555
2887,4084,3555
2888,4095,3549
2889,4066,3549
2890,4096,3539
2891,4096,3549
2892,4065,3566
2893,4115,3555
2894,4074,3555
2895,4095,3572
2896,4105,3528
2897,4105,3549
2898,4086,3549
2899,4096,3549
2900,4077,3539
2901,4096,3566
2902,4105,3555
2903,4124,3539
2904,4105,3539
2905,4086,3549
2906,4086,3549
2907,4096,3555
2908,4115,3572
2909,4105,3545
2910,4084,3562
2911,4105,3545
2912,4105,3528
2913,4086,3539
2914,4096,3539
2915,4096,3555
2916,4096,3535
2917,4115,3545
2918,4105,3545
2919,4105,3518
2920,4086,3539
2921,4086,3539
2922,4096,3539
2923,4096,3555
2924,4084,3545
2925,4115,3535
2926,4105,3562
2927,4105,3545
2928,4105,3528
2929,4066,3518
2930,4096,3539
2931,4096,3539
2932,4115,3514
2933,4095,3545
2934,4095,3562
2935,4124,3562
2936,4105,3528
2937,4086,3528
2938,4096,3528
2939,4096,3539
2940,4115,3539
2941,4124,3545
2942,4114,3562
2943,4105,3535
2944,4105,3535
2945,4075,3545
2946,4086,3528
2947,4077,3518
2948,4096,3528
2949,4115,3539
2950,4115,3528
2951,4105,3545
2952,4105,3545
2953,4074,3545
2954,4066,3545
2955,4086,3535
2956,4115,3501
2957,4096,3528
2958,4115,3528
2959,4105,3518
2960,4095,3545
2961,4105,3562
2962,4095,3535
2963,4086,3524
2964,4127,3535
2965,4096,3535
2966,4115,3518
2967,4103,3528
2968,4105,3528
2969,4105,3535
2970,4086,3535
2971,4096,3535
2972,4086,3535
2973,4115,3524
2974,4105,3518
2975,4124,3528
2976,4114,3497
2977,4086,3512
2978,4096,3535
2979,4096,3551
2980,4115,3535
2981,4105,3518
2982,4105,3518
2983,4095,3528
2984,4105,3528
2985,4086,3535
2986,4096,3551
2987,4105,3491
2988,4105,3518
2989,4105,3518
2990,4086,3535
2991,4086,3535
2992,4096,3524
2993,4086,3524
2994,4115,3524
2995,4105,3508
2996,4105,3518
2997,4095,3518
2998,4095,3518
2999,4086,3535
3000,4096,3541
3001,4096,3524
3002,4105,3524
3003,4105,3524
3004,4105,3508
3005,4105,3535
3006,4086,3508
3007,4086,3535
3008,4075,3524
3009,4115,3514
3010,4115,3514
3011,4095,3524
3012,4084,3508
3013,4105,3518
3014,4086,3508
3015,4066,3524
3016,4096,3524
3017,4115,3514
3018,4105,3524
3019,4124,3508
3020,4105,3518
3021,4075,3508
3022,4086,3524
3023,4096,3524
3024,4096,3514
3025,4115,3514
3026,4095,3497
3027,4114,3508
3028,4105,3508
3029,4086,3497
3030,4096,3524
3031,4065,3504
3032,4115,3514
3033,4105,3514
3034,4095,3497
3035,4095,3497
3036,4095,3508
3037,4086,3497
3038,4096,3514
3039,4096,3531
3040,4105,3524
3041,4093,3531
3042,4095,3514
3043,4074,3497
3044,4086,3477
3045,4096,3508
3046,4096,3508
3047,4115,3514
3048,4074,3514
3049,4084,3514
3050,4124,3497
3051,4105,3497
3052,4086,3481
3053,4086,3497
3054,4086,3508
3055,4095,3514
3056,4105,3504
3057,4105,3520
3058,4086,3514
3059,4086,3487
3060,4086,3497
3061,4096,3487
3062,4096,3514
3063,4115,3493
3064,4124,3504
3065,4124,3504
3066,4105,3504
3067,4105,3497
3068,4086,3539
3069,4096,3497
3070,4105,3514
